File,Class,Classification,Score,Smells,Speculative Methods
TaskmasterTests.py,TaskmasterTestCase,sak,1.0,"large_class, cohesion, interfaces","test_next_task, test_make_ready_out_of_date, test_make_ready_exception, test_needs_execute, test_make_ready_all, test_children_errors, test_cycle_detection, test_next_top_level_candidate, test_stop, test_executed, test_prepare, test_execute, test_cached_execute, test_cached_execute_target_unlink_fails, test_exception, test_postprocess, test_trace"
TaskmasterTests.py,Builder,potential,0.5,cohesion,targets
TaskmasterTests.py,StopNode,potential,0.7,"cohesion, interfaces",children
TaskmasterTests.py,ExitNode,potential,0.7,"cohesion, interfaces",children
TaskmasterTests.py,MyTM,potential,0.7,"cohesion, interfaces",stop
TaskmasterTests.py,MyException,potential,0.5,"cohesion, interfaces",
TaskmasterTests.py,DummyFS,potential,0.5,cohesion,unlink
TaskmasterTests.py,Exception1,potential,0.5,"cohesion, interfaces",
TaskmasterTests.py,Exception2,potential,0.5,"cohesion, interfaces",
TaskmasterTests.py,Exception3,potential,0.5,"cohesion, interfaces",
__init__.py,Stats,potential,0.5,cohesion,__init__
__init__.py,Task,sak,1.0,"large_class, cohesion, interfaces","__init__, display, prepare, needs_execute, execute, executed_without_callbacks, failed, fail_continue, make_ready_all, postprocess"
__init__.py,AlwaysTask,potential,0.7,"cohesion, interfaces",needs_execute
__init__.py,Taskmaster,sak,0.8,"large_class, cohesion","__init__, _validate_pending_children, next_task, stop, cleanup"
